subject,regression_coef,value
33,X1mo,0.04104355139204745
33,X2mo,0.058042552896525504
33,X3mo,0.0235294623470038
34,X1o,0.10594178572762955
34,X2o,0.049816880300106905
34,X3o,0.07082185362318766
34,X1mo,0.0068932345051196005
34,X2mo,0.00722386337248823
34,X3mo,-3.752507031951906e-4
35,X1o,0.2336838353337325
35,X2o,0.2140361770408175
35,X3o,0.103826499852617
35,X1mo,-0.011173298378863949
35,X2mo,0.0027866567850503505
35,X3mo,0.011473533450570976
36,X1o,0.8942790251598041
36,X2o,0.220944195293987
36,X3o,0.0187623948074529
36,X1mo,0.0947096965728647
36,X2mo,0.0100060224682013
36,X3mo,-0.011837121178981676
37,X1o,0.45777864601585705
37,X2o,0.0907738245003788
37,X3o,0.06732378160462485
37,X1mo,0.010346915227395845
37,X2mo,0.04019591681923706
37,X3mo,0.02606978394288855
38,X1o,0.06126488948804805
38,X2o,0.024816841651432456
38,X3o,0.06697891409974689
38,X1mo,0.029375322238270014
38,X2mo,0.0017992850107348352
38,X3mo,-0.021955897023228005
39,X1o,0.10716260984468311
39,X2o,0.10471978251484876
39,X3o,0.0230415710794718
39,X1mo,0.031008553845478348
39,X2mo,-0.004023276812124501
39,X3mo,0.008534365480273164
40,X1o,0.3895102488042295
40,X2o,0.010773356884915805
40,X3o,0.190215640915477
40,X1mo,0.025822867071826648
40,X2mo,0.021492394916105
40,X3mo,0.01501038090275125
41,X1o,0.22804174741268401
41,X2o,0.0569486735008263
41,X3o,0.04045244095335785
41,X1mo,0.02370545358432275
41,X2mo,0.017696293399807828
41,X3mo,0.019745485580924475
42,X1o,0.08575689953087295
42,X2o,0.0515910337521012
42,X3o,0.00779477807418265
42,X1mo,0.005371755509577345
42,X2mo,0.014145139369002264
42,X3mo,0.03610279921548825
43,X1o,0.927175499053678
43,X2o,0.199415512491731
43,X3o,0.004438522379098945
43,X1mo,0.06683991276499895
43,X2mo,0.054841470746915505
43,X3mo,0.028890935494575103
44,X1o,0.354294529116877
44,X2o,0.05789548000228656
44,X3o,-0.010905256259409874
44,X1mo,-0.01942301835263161
44,X2mo,0.03805898327693315
44,X3mo,0.01715162686567235
45,X1o,0.16045859164856602
45,X2o,0.12270032446193449
45,X3o,0.0567103432573597
45,X1mo,0.04354366361019351
45,X2mo,0.0123077949676596
45,X3mo,-0.02442974174796055
46,X1o,0.10481765874240614
46,X2o,0.026568706084545
46,X3o,-0.038368704115984593
46,X1mo,0.0434298556588035
46,X2mo,0.027395811223002497
46,X3mo,0.001336320529290765
47,X1o,0.10293519591263711
47,X2o,0.137782876208062
47,X3o,0.1339205048356617
47,X1mo,-0.016125757082896347
47,X2mo,-0.053242402722528746
47,X3mo,0.01125667412480819
48,X1o,0.790380236344318
48,X2o,0.26767825506877396
48,X3o,0.15013557615007733
48,X1mo,0.0983325825654757
48,X2mo,-0.021926553605978748
48,X3mo,-0.0449717257662173
49,X1o,0.1868716718432295
49,X2o,0.05553531829866798
49,X3o,0.027080731845722288
49,X1mo,0.00509014792734932
49,X2mo,-0.01335997660060561
49,X3mo,-0.0475021142108856
50,X1o,0.12413006447443643
50,X2o,0.007604285902065761
50,X3o,-0.14461881252866593
50,X1mo,0.03245726642421905
50,X2mo,-0.022352412120241166
50,X3mo,0.019502079270970793
51,X1o,0.355547517300471
51,X2o,0.22283123341439048
51,X3o,0.13214561959281101
51,X1mo,0.05062617468111745
51,X2mo,5.974357108158024e-4
51,X3mo,0.02285810415125607
52,X1o,0.2479163793894185
52,X2o,0.0871308910341059
52,X3o,-0.0036005519585860404
52,X1mo,0.0474229295791897
52,X2mo,0.02094815619086665
52,X3mo,-0.0011175462441908503
53,X1o,0.00863049547555905
53,X2o,-0.0018106976094376648
53,X3o,-0.00507371650680137
53,X1mo,0.00626525270749042
53,X2mo,0.007674339437009556
53,X3mo,0.00125653312246109
54,X1o,0.0944855836866885
54,X2o,0.0486541159319006
54,X3o,0.05268092931176435
54,X1mo,-0.01014392441594395
54,X2mo,0.00613061142895206
54,X3mo,0.011972448238139779
55,X1o,0.058953024243631746
55,X2o,0.02197471183677955
55,X3o,0.0843327508679687
55,X1mo,0.03786209234965955
55,X2mo,0.01621765704135726
55,X3mo,0.011892376846356599
56,X1o,0.36721325099112756
56,X2o,0.1225851998521848
56,X3o,0.0745004576992565
56,X1mo,0.09942875596949635
56,X2mo,0.07789258940300545
56,X3mo,-0.02526664115771165
57,X1o,0.1325099737869505
57,X2o,0.033612864685864
57,X3o,0.010095841491958779
57,X1mo,0.017141303989396152
57,X2mo,0.0052059313549716
57,X3mo,-7.923685666899501e-4
58,X1o,0.4882407579861675
58,X2o,0.203344484302003
58,X3o,0.14922307887066139
58,X1mo,0.0851088673616187
58,X2mo,0.07524738738989845
58,X3mo,0.0287680016771663
59,X1o,0.15219269418008852
59,X2o,0.10947323564223219
59,X3o,0.17052997111515045
59,X1mo,0.0852087502727964
59,X2mo,-0.0271165567026408
