id,panas_type,mean_mu,mean_s,mean_vmu,mean5_mu,mean5_s,mean5_vmu,mean10_mu,mean10_s,mean10_vmu,mean5_kmu,mean10_kmu,mean5_vs,mean10_vs,last_mu,last_s,last_vmu
77,posminusneg_noCloseResponse,0.613073286885932,-1.72951296348145,-2.33615331515261,0.616142274234371,-1.8363710388375,-1.64877873418271,0.586354488129508,-1.97744681188086,-1.71931771455739,-5.28654124015441,-5.12936683097552,-2.51949129618664,-2.41782172994871,0.571078665929585,-1.71280495490195,-1.68602471023283
78,posminusneg_noCloseResponse,0.581394781980332,-1.6736477386553,-1.45421527524539,0.579648358296079,-1.7246404555664,-1.45536788317291,0.560884303177226,-1.89295277345933,-1.27862264568228,-5.09718479112275,-5.30871380434069,-4.17291615084523,-4.14625665812239,0.749722976236419,-1.90064568059475,-1.02425071883472
79,posminusneg_noCloseResponse,0.547692474791326,-1.2362900941262,-3.85599139161595,0.578398257071572,-1.47873884303483,-3.11588388373975,0.568462486155761,-1.34499735971284,-3.54546420328319,-5.1535980822536,-5.18652155036784,-3.76106650644382,-4.04582860366574,0.601372071816387,-1.35568163824973,-3.02041195400789
80,posminusneg_noCloseResponse,0.556785580603616,-1.92169962060229,-3.0407517344873,0.542166648529512,-1.89055976981922,-2.40850529558399,0.54163550385818,-1.92201134261501,-2.29970792971434,-4.76863151051617,-4.8045952999812,-4.43576076017912,-4.39951900668481,0.534690378773356,-1.88054810313496,-2.51956036001995
81,posminusneg_noCloseResponse,0.486833101810156,-1.82637120601115,-2.80475013417445,0.477471551342855,-1.82287852402581,-2.56891835592657,0.489575711441517,-1.80962804079121,-2.57332637561148,-5.35295308604301,-5.30343394285899,-4.46005334866624,-4.42310079023132,0.465114424598073,-1.9019900265894,-2.4970464653944
82,posminusneg_noCloseResponse,0.582276945906015,-1.91948787523773,-3.80488296917908,0.605511675634019,-2.36857508196549,-4.71388543991731,0.605168239006093,-2.31878980478283,-4.68468286167173,-5.26509951784214,-5.22211757300062,-4.15217269413173,-4.02253903511212,0.605526984911908,-2.48775203926196,-4.72204878525794
83,posminusneg_noCloseResponse,0.477591747795498,-1.70838755858896,-4.09009581754732,0.464383362957891,-1.5875327756032,-4.71004085781865,0.465804289359588,-1.61314692021418,-4.66822510327065,-5.286387670097,-5.22378478875227,-3.85601598721798,-3.91195961891891,0.46463373205517,-1.62116494904713,-4.72838321521509
84,posminusneg_noCloseResponse,0.619949356845743,-1.96833428053756,-2.24198987188883,0.538615814988836,-1.8713777717607,-1.65532622370969,0.510094069611394,-1.82368135280068,-1.69896541657652,-5.65063210942749,-5.5294257640277,-4.17370361199092,-4.22418283576394,0.511095355423965,-1.81532144809608,-1.72369754601329
85,posminusneg_noCloseResponse,0.662643581464543,-1.26472260261664,-4.14542373621437,0.672167161193157,-1.15710965796741,-4.49086077745711,0.671594506507917,-1.16091132532012,-4.43543863740077,-5.19434417759972,-5.17844075558133,-4.51788524212767,-4.47750121921656,0.671841635984506,-1.13369037394481,-4.58533347315398
86,posminusneg_noCloseResponse,0.667500139364606,-1.31364513459427,-4.03782674319889,0.671350904251193,-1.17786078141564,-4.71895491686199,0.671525758004001,-1.19548248564786,-4.70262476810449,-5.3065302564422,-5.27612987438135,-4.45096188777517,-4.33131756432459,0.671623265374753,-1.16254218382,-4.72586854814457
