subject,Local.Date.D1,wof_order,wofoutcome1,Local.Date.D2,wofoutcome2,Local.Date.D1.Day,Local.Date.D2.Day,day_diff
130,2021-02-26T11:03:51Z,Winsec,0,2021-02-27T17:28:14Z,1,2021-02-26,2021-02-27,1
169,2021-02-26T14:16:59Z,Winsec,0,2021-02-27T22:51:07Z,1,2021-02-26,2021-02-27,1
262,2021-02-26T14:44:37Z,Winfirst,1,2021-02-27T12:19:55Z,0,2021-02-26,2021-02-27,1
149,2021-02-26T16:17:29Z,Winfirst,1,2021-02-28T22:20:03Z,0,2021-02-26,2021-02-28,2
321,2021-02-26T21:01:48Z,Winfirst,1,2021-02-27T16:31:12Z,0,2021-02-26,2021-02-27,1
37,2021-02-26T23:55:38Z,Winsec,0,2021-02-27T10:31:09Z,1,2021-02-26,2021-02-27,1
67,2021-02-27T11:14:32Z,Winfirst,1,2021-02-27T13:13:48Z,0,2021-02-27,2021-02-27,0
315,2021-02-27T15:47:24Z,Winsec,0,2021-02-28T19:24:56Z,1,2021-02-27,2021-02-28,1
95,2021-02-27T16:00:45Z,Winfirst,1,2021-02-28T12:34:28Z,0,2021-02-27,2021-02-28,1
180,2021-02-27T17:25:57Z,Winfirst,1,2021-02-28T17:06:06Z,0,2021-02-27,2021-02-28,1
17,2021-02-27T17:33:49Z,Winfirst,1,2021-02-27T18:01:52Z,0,2021-02-27,2021-02-27,0
323,2021-02-27T19:13:27Z,Winsec,0,2021-02-28T21:20:16Z,1,2021-02-27,2021-02-28,1
22,2021-02-27T23:32:11Z,Winfirst,1,2021-02-28T17:01:56Z,0,2021-02-27,2021-02-28,1
24,2021-02-28T09:48:13Z,Winsec,0,2021-03-01T18:01:16Z,1,2021-02-28,2021-03-01,1
77,2021-02-28T18:54:14Z,Winfirst,1,2021-03-02T10:06:08Z,0,2021-02-28,2021-03-02,2
325,2021-03-01T10:19:06Z,Winfirst,1,2021-03-01T19:54:14Z,0,2021-03-01,2021-03-01,0
99,2021-03-01T11:56:15Z,Winsec,0,2021-03-02T09:01:51Z,1,2021-03-01,2021-03-02,1
43,2021-03-03T20:08:15Z,Winfirst,1,2021-03-06T14:52:15Z,0,2021-03-03,2021-03-06,3
42,2021-03-03T19:14:29Z,Winfirst,1,2021-03-04T13:33:49Z,0,2021-03-03,2021-03-04,1
103,2021-03-03T13:27:57Z,Winfirst,1,2021-03-04T15:32:50Z,0,2021-03-03,2021-03-04,1
139,2021-03-01T19:31:59Z,Winfirst,1,2021-03-03T12:35:44Z,0,2021-03-01,2021-03-03,2
118,2021-02-28T12:12:33Z,Winfirst,1,2021-03-04T15:54:55Z,0,2021-02-28,2021-03-04,4
297,2021-02-28T00:17:39Z,Winfirst,1,2021-02-28T22:19:38Z,0,2021-02-28,2021-02-28,0
16,2021-02-27T20:48:03Z,Winsec,0,2021-03-01T20:42:46Z,1,2021-02-27,2021-03-01,2
81,2021-02-27T19:17:04Z,Winfirst,1,2021-02-28T18:58:17Z,0,2021-02-27,2021-02-28,1
265,2021-02-27T18:33:08Z,Winfirst,1,2021-02-28T12:11:02Z,0,2021-02-27,2021-02-28,1
324,2021-02-27T18:08:24Z,Winsec,0,2021-02-28T11:37:06Z,1,2021-02-27,2021-02-28,1
219,2021-02-27T16:29:36Z,Winsec,0,2021-02-28T00:16:08Z,1,2021-02-27,2021-02-28,1
44,2021-02-27T16:07:45Z,Winfirst,1,2021-02-27T20:08:02Z,0,2021-02-27,2021-02-27,0
248,2021-02-27T16:51:35Z,Winfirst,1,2021-02-28T12:13:02Z,0,2021-02-27,2021-02-28,1
328,2021-02-27T15:19:34Z,Winsec,0,2021-03-01T15:37:37Z,1,2021-02-27,2021-03-01,2
150,2021-02-27T14:49:58Z,Winsec,0,2021-02-27T22:06:57Z,1,2021-02-27,2021-02-27,0
198,2021-02-27T14:31:29Z,Winsec,0,2021-02-28T19:01:24Z,1,2021-02-27,2021-02-28,1
232,2021-02-27T14:26:27Z,Winfirst,1,2021-02-28T09:22:26Z,0,2021-02-27,2021-02-28,1
182,2021-02-27T13:57:34Z,Winsec,0,2021-02-27T21:05:56Z,1,2021-02-27,2021-02-27,0
279,2021-02-27T13:52:09Z,Winfirst,1,2021-03-01T00:32:17Z,0,2021-02-27,2021-03-01,2
308,2021-02-27T12:22:17Z,Winfirst,1,2021-03-02T11:40:18Z,0,2021-02-27,2021-03-02,3
223,2021-02-27T12:12:42Z,Winsec,0,2021-02-27T20:48:09Z,1,2021-02-27,2021-02-27,0
32,2021-02-27T11:58:12Z,Winfirst,1,2021-03-01T17:09:39Z,0,2021-02-27,2021-03-01,2
59,2021-02-27T13:40:46Z,Winsec,0,2021-02-28T19:53:05Z,1,2021-02-27,2021-02-28,1
217,2021-02-27T12:14:25Z,Winsec,0,2021-02-27T14:50:56Z,1,2021-02-27,2021-02-27,0
165,2021-02-27T11:06:54Z,Winfirst,1,2021-02-27T12:51:15Z,0,2021-02-27,2021-02-27,0
121,2021-02-27T11:35:49Z,Winsec,0,2021-02-27T14:02:05Z,1,2021-02-27,2021-02-27,0
73,2021-02-26T22:31:01Z,Winfirst,1,2021-02-27T13:01:42Z,0,2021-02-26,2021-02-27,1
222,2021-02-26T23:39:21Z,Winsec,0,2021-02-27T14:20:34Z,1,2021-02-26,2021-02-27,1
6,2021-02-26T21:37:38Z,Winfirst,1,2021-02-28T18:14:23Z,0,2021-02-26,2021-02-28,2
312,2021-02-26T20:54:13Z,Winsec,0,2021-02-27T12:14:35Z,1,2021-02-26,2021-02-27,1
129,2021-02-26T21:23:48Z,Winfirst,1,2021-02-27T14:15:47Z,0,2021-02-26,2021-02-27,1
26,2021-02-26T21:07:07Z,Winfirst,1,2021-02-27T20:26:38Z,0,2021-02-26,2021-02-27,1
88,2021-02-26T19:31:45Z,Winsec,0,2021-02-27T17:20:05Z,1,2021-02-26,2021-02-27,1
156,2021-02-26T19:23:26Z,Winsec,0,2021-02-27T17:38:36Z,1,2021-02-26,2021-02-27,1
91,2021-02-26T19:04:11Z,Winsec,0,2021-03-01T23:07:01Z,1,2021-02-26,2021-03-01,3
181,2021-02-26T17:53:42Z,Winfirst,1,2021-02-28T13:00:12Z,0,2021-02-26,2021-02-28,2
319,2021-02-26T17:38:39Z,Winsec,0,2021-02-27T18:23:39Z,1,2021-02-26,2021-02-27,1
205,2021-02-26T10:25:28Z,Winsec,0,2021-02-27T19:35:09Z,1,2021-02-26,2021-02-27,1
293,2021-02-26T14:37:16Z,Winfirst,1,2021-02-27T15:46:59Z,0,2021-02-26,2021-02-27,1
330,2021-02-26T15:16:00Z,Winfirst,1,2021-02-27T14:50:43Z,0,2021-02-26,2021-02-27,1
159,2021-02-26T13:42:23Z,Winfirst,1,2021-02-27T20:27:03Z,0,2021-02-26,2021-02-27,1
280,2021-02-26T13:35:40Z,Winsec,0,2021-02-27T13:11:04Z,1,2021-02-26,2021-02-27,1
213,2021-02-26T13:52:06Z,Winsec,0,2021-02-27T14:55:41Z,1,2021-02-26,2021-02-27,1
143,2021-02-26T11:50:19Z,Winfirst,1,2021-03-02T19:44:15Z,0,2021-02-26,2021-03-02,4
97,2021-02-26T12:29:37Z,Winsec,0,2021-02-27T23:05:48Z,1,2021-02-26,2021-02-27,1
128,2021-02-26T11:01:11Z,Winfirst,1,2021-03-01T18:20:23Z,0,2021-02-26,2021-03-01,3
55,2021-02-26T11:47:59Z,Winsec,0,2021-02-27T13:32:28Z,1,2021-02-26,2021-02-27,1
72,2021-02-26T10:25:21Z,Winfirst,1,2021-02-27T13:08:50Z,0,2021-02-26,2021-02-27,1
38,2021-02-26T09:50:50Z,Winfirst,1,2021-03-01T18:06:45Z,0,2021-02-26,2021-03-01,3
196,2021-02-26T10:02:48Z,Winfirst,1,2021-02-27T16:59:57Z,0,2021-02-26,2021-02-27,1
229,2021-02-26T07:51:45Z,Winsec,0,2021-02-27T17:43:11Z,1,2021-02-26,2021-02-27,1
50,2021-02-25T19:54:47Z,Winfirst,1,2021-02-27T10:34:36Z,0,2021-02-25,2021-02-27,2
287,2021-02-26T01:50:14Z,Winsec,0,2021-02-27T14:15:32Z,1,2021-02-26,2021-02-27,1
141,2021-02-25T18:21:58Z,Winsec,0,2021-02-27T19:13:56Z,1,2021-02-25,2021-02-27,2
145,2021-02-26T00:35:09Z,Winsec,0,2021-02-27T17:17:11Z,1,2021-02-26,2021-02-27,1
327,2021-02-25T23:28:28Z,Winfirst,1,2021-02-27T13:37:44Z,0,2021-02-25,2021-02-27,2
237,2021-02-25T23:18:30Z,Winfirst,1,2021-02-27T12:20:56Z,0,2021-02-25,2021-02-27,2
269,2021-02-26T01:06:17Z,Winfirst,1,2021-02-27T13:54:24Z,0,2021-02-26,2021-02-27,1
242,2021-02-25T22:52:33Z,Winfirst,1,2021-02-27T12:27:45Z,0,2021-02-25,2021-02-27,2
69,2021-02-25T23:38:44Z,Winsec,0,2021-02-27T13:22:06Z,1,2021-02-25,2021-02-27,2
329,2021-02-25T23:33:18Z,Winsec,0,2021-02-27T14:19:02Z,1,2021-02-25,2021-02-27,2
12,2021-02-25T16:10:44Z,Winfirst,1,2021-02-27T10:59:26Z,0,2021-02-25,2021-02-27,2
305,2021-02-25T22:08:30Z,Winsec,0,2021-02-27T11:58:03Z,1,2021-02-25,2021-02-27,2
175,2021-02-25T22:33:39Z,Winfirst,1,2021-02-27T13:27:11Z,0,2021-02-25,2021-02-27,2
29,2021-02-25T22:27:29Z,Winfirst,1,2021-02-27T13:09:17Z,0,2021-02-25,2021-02-27,2
253,2021-02-25T22:20:31Z,Winsec,0,2021-02-27T17:48:20Z,1,2021-02-25,2021-02-27,2
117,2021-02-25T22:12:42Z,Winsec,0,2021-02-27T13:07:38Z,1,2021-02-25,2021-02-27,2
294,2021-02-25T22:12:33Z,Winsec,0,2021-02-27T15:31:41Z,1,2021-02-25,2021-02-27,2
101,2021-02-25T20:42:19Z,Winfirst,1,2021-02-27T12:50:07Z,0,2021-02-25,2021-02-27,2
61,2021-02-25T20:37:54Z,Winfirst,1,2021-02-27T16:29:37Z,0,2021-02-25,2021-02-27,2
277,2021-02-25T20:34:45Z,Winfirst,1,2021-02-27T12:03:33Z,0,2021-02-25,2021-02-27,2
238,2021-02-25T20:33:59Z,Winsec,0,2021-02-27T11:58:30Z,1,2021-02-25,2021-02-27,2
302,2021-02-25T20:19:07Z,Winfirst,1,2021-02-27T12:26:22Z,0,2021-02-25,2021-02-27,2
316,2021-02-25T21:04:25Z,Winfirst,1,2021-02-27T22:43:39Z,0,2021-02-25,2021-02-27,2
136,2021-02-25T22:03:59Z,Winsec,0,2021-02-27T13:57:13Z,1,2021-02-25,2021-02-27,2
39,2021-02-25T20:00:33Z,Winsec,0,2021-02-27T13:04:01Z,1,2021-02-25,2021-02-27,2
126,2021-02-25T20:56:47Z,Winfirst,1,2021-02-27T12:59:48Z,0,2021-02-25,2021-02-27,2
78,2021-02-25T13:54:41Z,Winfirst,1,2021-02-27T10:35:51Z,0,2021-02-25,2021-02-27,2
303,2021-02-25T19:56:13Z,Winfirst,1,2021-02-27T11:46:03Z,0,2021-02-25,2021-02-27,2
166,2021-02-25T19:52:16Z,Winfirst,1,2021-02-27T13:36:13Z,0,2021-02-25,2021-02-27,2
85,2021-02-25T20:43:07Z,Winfirst,1,2021-02-27T12:41:30Z,0,2021-02-25,2021-02-27,2
70,2021-02-25T20:24:06Z,Winfirst,1,2021-02-27T12:59:57Z,0,2021-02-25,2021-02-27,2
23,2021-02-25T19:23:56Z,Winsec,0,2021-02-27T13:06:39Z,1,2021-02-25,2021-02-27,2
113,2021-02-25T21:23:43Z,Winsec,0,2021-02-28T01:47:41Z,1,2021-02-25,2021-02-28,3
162,2021-02-25T20:17:56Z,Winsec,0,2021-02-27T13:53:51Z,1,2021-02-25,2021-02-27,2
9,2021-02-25T19:17:41Z,Winfirst,1,2021-02-27T12:14:58Z,0,2021-02-25,2021-02-27,2
331,2021-02-25T20:14:30Z,Winfirst,1,2021-02-27T13:02:19Z,0,2021-02-25,2021-02-27,2
210,2021-02-25T21:12:48Z,Winsec,0,2021-02-27T15:47:08Z,1,2021-02-25,2021-02-27,2
58,2021-02-25T20:10:32Z,Winfirst,1,2021-02-27T16:11:40Z,0,2021-02-25,2021-02-27,2
4,2021-02-25T20:09:28Z,Winsec,0,2021-02-27T12:59:54Z,1,2021-02-25,2021-02-27,2
174,2021-02-25T21:09:14Z,Winfirst,1,2021-02-27T13:57:58Z,0,2021-02-25,2021-02-27,2
13,2021-02-25T13:07:16Z,Winfirst,1,2021-03-01T09:41:58Z,0,2021-02-25,2021-03-01,4
