subject,session_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
70,603a31d515614a5d1c1f1e22,APPROVED,49:41:00,07:43.3,1081.638,35,424,0,100,25:05:00,30C8DBAC,Sweden,Sweden,Full-Time,Swedish,Sweden,Male,No
230,603a31de5cdecc5d70a9ab1a,APPROVED,49:50:00,05:03.3,913.161,21,313,0,100,25:06:00,30C8DBAC,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No
190,603a31e8686c575d5c04912d,APPROVED,50:00:00,07:01.2,1021.017,21,172,1,100,25:08:00,30C8DBAC,"Venezuela, Bolivarian Republic of",Spain,DATA EXPIRED,Spanish,Italy,Male,DATA EXPIRED
246,603a3217158dc45e26092ada,APPROVED,50:47:00,13:27.2,1359.987,20,125,0,100,25:09:00,30C8DBAC,Bosnia and Herzegovina,Portugal,Other,Portuguese,Portugal,Male,Yes
133,603a321e90d6aa4110c8ea78,APPROVED,52:48:00,10:47.2,1078.5,NA,394,5,99,25:11:00,30C8DBAC,NA,NA,NA,NA,NA,NA,NA
252,603a3226f130694010948973,APPROVED,51:02:00,09:45.3,1122.954,26,169,3,99,25:13:00,30C8DBAC,Italy,Italy,Other,Italian,Italy,Male,Yes
222,603a323ff37c855d70bfc8af,APPROVED,51:27:00,09:18.2,1070.738,26,177,0,100,25:14:00,30C8DBAC,Greece,Greece,Part-Time,Greek,Greece,Male,Yes
277,603a324168ff0b56cfd8fa0b,APPROVED,51:29:00,10:55.6,1166.315,25,149,0,100,25:16:00,30C8DBAC,Brazil,Portugal,DATA EXPIRED,Portuguese,Brazil,Male,DATA EXPIRED
106,603a324788a7ca5df67edd6b,APPROVED,51:45:00,11:42.0,1196.819,29,216,3,99,25:17:00,30C8DBAC,Poland,Poland,Full-Time,Polish,Poland,Male,No
256,603a329e1e9e5e3feb64df0c,APPROVED,53:02:00,11:42.6,1119.834,21,183,2,99,25:18:00,30C8DBAC,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Male,Yes
331,603a32b0e198ad5d540f0840,APPROVED,53:22:00,10:29.3,1026.716,19,35,1,99,25:20:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,DATA EXPIRED
255,603a32c4ae65105e2b6894fc,APPROVED,53:40:00,14:30.3,1250.195,21,107,0,100,25:21:00,30C8DBAC,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Male,DATA EXPIRED
5,603a32c89a3fd3565f2a7631,APPROVED,53:52:00,27:05.0,1992.61,30,259,4,99,25:23:00,30C8DBAC,Pakistan,United Kingdom,DATA EXPIRED,Pashto,United Kingdom,Female,DATA EXPIRED
285,603a32ce0f75435dc3fcfe98,APPROVED,53:52:00,10:53.1,1020.585,21,48,1,97,25:24:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Male,DATA EXPIRED
257,603a32df982298555246dfef,APPROVED,54:07:00,18:07.0,1439.444,22,110,1,100,25:26:00,30C8DBAC,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Male,DATA EXPIRED
226,603a32e4158dc45e9927dd29,APPROVED,54:12:00,48:05.1,3232.841,24,151,2,100,25:27:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Male,Yes
216,603a336d1713655c823f16d3,APPROVED,56:29:00,25:45.7,1755.906,22,165,2,100,25:28:00,30C8DBAC,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Female,Yes
117,603a33b6880cee5e183fab84,APPROVED,57:42:00,16:08.2,1105.444,21,170,1,100,25:30:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,Yes
160,603a33d590d6aa409d6f2d6f,APPROVED,58:16:00,17:42.6,1166.546,30,183,0,100,25:31:00,30C8DBAC,India,Germany,DATA EXPIRED,Tamil,India,Female,DATA EXPIRED
29,603a33f4a82afd552eed46c3,APPROVED,58:44:00,17:18.4,1114.298,21,229,2,100,25:33:00,30C8DBAC,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Female,Yes
296,603a34546ba69e5e2f51314d,APPROVED,03:48:00,30:53.5,1624.557,57,145,3,99,25:34:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Male,DATA EXPIRED
288,603a34735efcd85683993838,APPROVED,00:51:00,20:58.8,1207.066,25,186,2,99,25:36:00,30C8DBAC,Spain,Spain,Unemployed (and job seeking),Spanish,Spain,Male,No
280,603a34784049ae5d2b51f5be,APPROVED,00:56:00,19:09.8,1092.99,32,55,0,100,25:37:00,30C8DBAC,Mexico,Germany,DATA EXPIRED,Spanish,Mexico,Male,DATA EXPIRED
332,603a3478a4df1d5452f16ec8,APPROVED,00:56:00,20:37.0,1180.69,21,152,2,99,25:38:00,30C8DBAC,Poland,Poland,Unemployed (and job seeking),English,Poland,Male,Yes
92,603a3483b6ca335daa842498,APPROVED,01:07:00,22:24.8,1277.563,29,126,1,99,25:40:00,30C8DBAC,Italy,Italy,Unemployed (and job seeking),Italian,Italy,Female,No
312,603a34869450775e4e89c8e0,APPROVED,01:13:00,24:53.3,1420.186,26,242,0,100,25:42:00,30C8DBAC,Ireland,Ireland,Full-Time,English,Ireland,Female,No
163,603a34f55862f15f176e99f5,APPROVED,03:01:00,18:33.4,932.213,24,245,0,100,25:44:00,30C8DBAC,Italy,Italy,Full-Time,Italian,Italy,Male,No
9,603a3500b369cb5e85c9a296,APPROVED,03:14:00,23:06.2,1191.219,48,1248,0,100,25:45:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No
184,603a3500e6e9915e403ac5bf,APPROVED,03:22:00,19:19.4,957.26,20,153,4,97,25:49:00,30C8DBAC,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Female,DATA EXPIRED
194,603a35099a3fd356d383273f,APPROVED,03:21:00,21:29.7,1088.646,26,192,0,100,25:50:00,30C8DBAC,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
322,603a3589cc8c635cfc587b2f,APPROVED,05:29:00,22:45.4,1035.451,29,460,0,100,25:51:00,30C8DBAC,Poland,Poland,Full-Time,Polish,Poland,Male,No
69,603a36128d17d85ec38d9ba7,APPROVED,07:46:00,30:12.8,1346.207,32,267,4,99,25:53:00,30C8DBAC,Italy,Italy,DATA EXPIRED,DATA EXPIRED,Italy,Male,DATA EXPIRED
48,603a36477f3a465e415220ac,APPROVED,08:39:00,30:04.0,1284.796,38,379,3,100,25:54:00,30C8DBAC,Italy,Italy,Full-Time,DATA EXPIRED,Italy,Male,No
306,603a36d768faad5e92e2d662,APPROVED,11:03:00,27:19.4,975.829,26,171,0,100,25:56:00,30C8DBAC,Italy,Italy,Full-Time,Italian,Italy,Male,No
262,603a36f56aac095e568bdf2d,APPROVED,11:35:00,27:27.0,951.373,24,226,2,100,25:58:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
144,603a3722e6e9915ec6860145,APPROVED,12:22:00,31:10.8,1128.407,20,140,3,99,25:59:00,30C8DBAC,Poland,Poland,Due to start a new job within the next month,Polish,Poland,Male,Yes
237,603a373d3d9b165e5a08b97e,APPROVED,12:45:00,28:18.6,933.598,31,187,1,100,26:01:00,30C8DBAC,Romania,United Kingdom,DATA EXPIRED,Romanian,Romania,Male,DATA EXPIRED
175,603a37a2e210505ede308680,APPROVED,14:26:00,37:32.6,1385.88,25,104,2,99,26:02:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,DATA EXPIRED
242,603a3863b948e85ef3343f7d,APPROVED,17:39:00,34:54.4,1035.172,24,56,0,100,26:03:00,30C8DBAC,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Male,No
112,603a388598229855c6a951e9,APPROVED,18:21:00,40:50.9,1349.212,35,117,0,100,26:05:00,30C8DBAC,Estonia,Estonia,Full-Time,Estonian,Estonia,Male,No
302,603a388dab9d37564971ead2,APPROVED,18:21:00,33:20.3,898.503,21,121,0,100,26:06:00,30C8DBAC,Portugal,Portugal,Other,Portuguese,Portugal,Male,Yes
311,603a389cfe7ac75ed8ec6ce1,APPROVED,18:54:00,36:34.8,1060.754,23,100,0,100,26:08:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,DATA EXPIRED
65,603a38f0160c3e5634e7ca07,APPROVED,20:13:00,40:34.7,1220.897,22,283,5,98,26:09:00,30C8DBAC,Poland,Poland,Other,Polish,Poland,Male,Yes
55,603a3926fe7ac75e5a62f964,APPROVED,22:49:00,42:18.8,1169.556,25,136,1,100,26:11:00,30C8DBAC,Poland,Poland,Full-Time,Polish,Poland,Male,Yes
170,603a3ada82d6b05751999662,APPROVED,28:10:00,10:19.1,2528.782,33,201,2,100,26:12:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
320,603a3b9c67d4bc5eaa1d87a3,APPROVED,33:09:00,47:37.8,868.464,19,51,0,100,26:14:00,30C8DBAC,Poland,Poland,Other,Polish,Poland,Male,Yes
326,603a3bb195a5a056b9043d8c,APPROVED,31:56:00,53:39.9,1303.937,NA,16,0,100,26:15:00,30C8DBAC,NA,NA,NA,NA,NA,NA,NA
330,603a3c859120005ea56c81b9,APPROVED,35:30:00,01:31.6,1561.436,20,59,0,100,26:17:00,30C8DBAC,South Africa,South Africa,DATA EXPIRED,Afrikaans,South Africa,Male,DATA EXPIRED
101,603a3cb8ef3baf5fb00462fc,APPROVED,36:08:00,01:12.8,1504.168,58,453,7,98,26:19:00,30C8DBAC,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
30,603a3cfb65fbaa5f2f41a0de,APPROVED,37:15:00,53:18.7,963.224,29,391,5,98,26:22:00,30C8DBAC,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
11,603a3d9d9225b45688a5e9d6,APPROVED,40:02:00,58:48.0,1125.881,21,171,0,100,26:24:00,30C8DBAC,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Female,Yes
162,603a3e50ecb86c57c486699b,APPROVED,42:56:00,02:10.6,1154.245,27,227,1,100,26:26:00,30C8DBAC,Italy,Italy,Unemployed (and job seeking),Italian,Italy,Female,Yes
213,603a3f3ad1aca65746f08ebc,APPROVED,46:50:00,03:07.2,976.72,24,129,1,100,26:27:00,30C8DBAC,Greece,Greece,Unemployed (and job seeking),Greek,Greece,Female,Yes
73,603a3f98208b75574a3a361c,APPROVED,48:24:00,11:09.2,1365.033,70,271,2,99,26:28:00,30C8DBAC,Germany,Ireland,"Not in paid work (e.g. homemaker', 'retired or disabled)",German,Germany,Male,No
49,603a3fae689f945ffb344542,APPROVED,48:51:00,12:27.1,1416.009,29,126,1,99,26:30:00,30C8DBAC,Albania,Greece,Full-Time,Albanian,Greece,Female,No
72,603a3ff465fbaa5e46883421,APPROVED,50:01:00,17:55.7,1674.739,56,844,0,100,26:31:00,30C8DBAC,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
108,603a3ffa16b3895ee8c9e66c,APPROVED,50:02:00,09:06.6,1144.036,25,81,0,100,26:34:00,30C8DBAC,Poland,Poland,Full-Time,Polish,Poland,Male,DATA EXPIRED
129,603a405e4e3f325ddfc5272a,APPROVED,51:42:00,27:13.5,2130.784,20,174,0,100,26:35:00,30C8DBAC,Poland,Poland,Other,Polish,Poland,Female,Yes
164,603a40639fc1fe5ff51f7f15,APPROVED,51:47:00,11:02.6,1155.216,24,74,0,100,26:37:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Female,DATA EXPIRED
39,603a4088ef3baf6025fe3252,APPROVED,52:28:00,13:24.3,1256.3,34,600,1,100,26:38:00,30C8DBAC,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No
74,603a41446aac095ecdd66971,APPROVED,56:39:00,11:38.1,898.953,23,62,2,98,26:41:00,30C8DBAC,Netherlands,Netherlands,DATA EXPIRED,Dutch,Netherlands,Male,DATA EXPIRED
23,603a414dd514745f933b334d,APPROVED,55:41:00,15:03.6,1162.634,52,463,1,100,26:42:00,30C8DBAC,Portugal,Portugal,Full-Time,Portuguese,Portugal,Female,No
220,603a42392af2c7601d22b71c,APPROVED,59:37:00,36:14.0,2197.016,19,195,0,100,26:44:00,30C8DBAC,Poland,Poland,Other,Polish,Poland,Male,Yes
157,603a4257fbf4635fa2676e22,APPROVED,00:07:00,45:54.7,2747.536,26,75,0,100,26:45:00,30C8DBAC,Romania,Italy,DATA EXPIRED,Romanian,Romania,Female,DATA EXPIRED
153,603a43f78d9a2b606cf9620a,APPROVED,07:03:00,26:05.5,1141.73,NA,154,2,100,26:47:00,30C8DBAC,NA,NA,NA,NA,NA,NA,NA
329,603a44718d9a2b606cf9620c,APPROVED,09:08:00,26:29.8,1041.432,22,71,0,100,26:49:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
134,603a44aebabbb5602aee192f,APPROVED,10:11:00,31:01.0,1249.808,41,503,2,100,26:50:00,30C8DBAC,Greece,United Kingdom,DATA EXPIRED,Greek,United Kingdom,Male,DATA EXPIRED
171,603a45c519f26358e93a7e39,APPROVED,14:45:00,44:50.4,1804.994,20,100,1,100,26:52:00,30C8DBAC,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Male,Yes
37,603a4729b369cb60e9b6f914,APPROVED,20:41:00,39:31.4,1129.862,22,236,2,99,26:53:00,30C8DBAC,Chile,Chile,Other,Spanish,Chile,Male,Yes
35,603a475a8a7c5c59c19f4eb2,APPROVED,21:30:00,38:31.8,1021.572,26,482,1,100,26:55:00,30C8DBAC,Portugal,Portugal,Full-Time,Portuguese,Portugal,Female,No
166,603a4825ab9d375739a07033,APPROVED,24:53:00,46:12.7,1279.611,24,283,2,100,26:57:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,Yes
327,603a4883302d074330a25cb2,APPROVED,26:27:00,46:27.9,1200.413,20,141,1,100,26:59:00,30C8DBAC,Portugal,Portugal,Other,Portuguese,Portugal,Female,Yes
258,603a494d16b38960d01754ec,APPROVED,29:52:00,46:42.0,1009.811,20,121,0,100,27:00:00,30C8DBAC,Philippines,United Kingdom,DATA EXPIRED,English,Ireland,Female,DATA EXPIRED
185,603a499f9936a2603d9212ed,APPROVED,31:24:00,47:47.2,982.309,NA,296,1,100,27:02:00,30C8DBAC,NA,NA,NA,NA,NA,NA,NA
115,603a49ceb3152f604fbf4f2f,APPROVED,31:58:00,53:05.6,1267.224,32,102,0,100,27:04:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,No
135,603a49cf5862f15f90615f56,APPROVED,31:59:00,50:04.7,1085.262,22,127,0,100,27:05:00,30C8DBAC,United Kingdom,United Kingdom,DATA EXPIRED,Welsh,United Kingdom,Female,DATA EXPIRED
137,603a4a11cc8c63619e8a73de,APPROVED,33:05:00,59:45.4,1600.237,23,187,1,100,27:07:00,30C8DBAC,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Male,Yes
210,603a4aa85b03865839093308,APPROVED,35:36:00,57:36.5,1320.237,21,181,4,97,27:08:00,30C8DBAC,South Africa,South Africa,Other,English,South Africa,Female,Yes
217,603a4b453234e560e9a842ee,APPROVED,38:41:00,02:08.0,1406.809,20,144,4,98,27:10:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
63,603a4ba801fe3758a464d30d,APPROVED,39:52:00,00:21.7,1229.557,22,374,0,100,27:11:00,30C8DBAC,Italy,Italy,Part-Time,Italian,Italy,Male,Yes
317,603a4c655e78aa5f7f75f84e,APPROVED,47:47:00,06:09.1,1101.378,25,303,1,100,27:13:00,30C8DBAC,Sri Lanka,United Kingdom,Full-Time,Tamil,United Kingdom,Female,No
167,603a4cd0a4df1d588eb91c37,APPROVED,44:48:00,02:41.4,1073.209,38,596,2,100,27:15:00,30C8DBAC,Italy,United Kingdom,Full-Time,Italian,Italy,Male,No
1,603a4cf4c6dd236197d802c5,APPROVED,45:31:00,01:59.6,988.191,28,1699,5,100,27:16:00,30C8DBAC,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
179,603a4d38a4df1d5818577bb8,APPROVED,46:32:00,06:54.8,1221.967,20,166,0,100,27:22:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
225,603a4ede0f75436192421145,APPROVED,53:34:00,10:24.4,1009.828,23,116,5,97,27:24:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
314,603a5078a9a78961ad8d2255,APPROVED,00:24:00,18:29.2,1084.215,25,182,0,100,27:25:00,30C8DBAC,Mexico,United States,Unemployed (and job seeking),Spanish,Mexico,Female,Yes
287,603a517d160c3e58920f4071,APPROVED,04:50:00,23:53.6,1143.562,27,140,1,100,27:28:00,30C8DBAC,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
281,603a51b1ae651061e7ad769b,APPROVED,05:37:00,25:12.6,1174.823,21,100,0,100,27:29:00,30C8DBAC,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
8,603a51bdd5147461788c08f5,APPROVED,05:49:00,31:01.1,1511.843,22,375,3,100,27:31:00,30C8DBAC,Portugal,Portugal,DATA EXPIRED,Portuguese,Portugal,Male,DATA EXPIRED
244,603a51fadb9042626b9dab9d,APPROVED,06:50:00,33:33.6,1603.244,NA,77,0,100,27:33:00,30C8DBAC,NA,NA,NA,NA,NA,NA,NA
154,603a523e4847fa61a8fc168e,APPROVED,07:58:00,26:01.6,1083.327,29,328,2,100,27:35:00,30C8DBAC,Spain,Spain,Unemployed (and job seeking),Spanish,Spain,Male,No
10,603a52df95a5a0591069570c,APPROVED,10:39:00,34:26.2,1426.94,27,377,1,100,27:38:00,30C8DBAC,Mexico,Mexico,DATA EXPIRED,Spanish,Mexico,Female,DATA EXPIRED
40,603a551816b38961459b03f2,APPROVED,20:08:00,53:34.7,2006.545,22,279,5,99,27:40:00,30C8DBAC,Poland,Poland,Part-Time,Polish,Poland,Female,Yes
294,603a55808d17d8620ddef6e5,APPROVED,21:52:00,40:33.0,1120.815,37,125,0,100,27:42:00,30C8DBAC,Italy,Italy,Part-Time,Italian,Italy,Male,No
313,603a56c3f583af6134d84101,APPROVED,27:15:00,47:03.6,1187.714,54,330,4,99,27:43:00,30C8DBAC,Philippines,United Kingdom,Part-Time,English,United Kingdom,Female,No
33,603a57d77f3a4662e7441a5c,APPROVED,33:49:00,51:22.5,1052.906,21,256,0,100,27:44:00,30C8DBAC,Chile,Chile,Full-Time,Spanish,Chile,Male,Yes
295,603a57e45cdecc63f8a141a6,APPROVED,32:04:00,53:32.4,1288.139,35,152,0,100,27:46:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
293,603a591feaced662c81928be,APPROVED,37:19:00,56:09.7,1130.106,20,91,0,100,27:47:00,30C8DBAC,Poland,Poland,Due to start a new job within the next month,Polish,Poland,Female,Yes
58,603a5f3b8fd0a963ffda68ae,APPROVED,03:23:00,19:36.8,973.117,22,108,1,100,27:49:00,30C8DBAC,Spain,Spain,DATA EXPIRED,Catalan,Spain,Male,DATA EXPIRED
158,603a5f3def3baf63ea39176c,APPROVED,03:30:00,22:45.9,1155.4,20,186,0,100,27:50:00,30C8DBAC,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Male,Yes
186,603a62761e9e5e46219f26c0,APPROVED,18:40:00,37:43.8,1143.289,24,215,1,100,27:52:00,30C8DBAC,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Female,Yes
274,603a6692e8d8bd668b5ac622,APPROVED,34:52:00,52:09.6,1037.398,21,111,3,96,27:53:00,30C8DBAC,Canada,Canada,Unemployed (and job seeking),English,Canada,Male,Yes
196,603a68d6f582d0654f1358a6,APPROVED,44:22:00,10:49.3,1587.025,41,202,1,100,27:55:00,30C8DBAC,Nigeria,Spain,DATA EXPIRED,English,Nigeria,Female,DATA EXPIRED
292,603a6af216b389657de97a98,APPROVED,53:25:00,10:03.7,997.791,25,278,3,98,27:56:00,30C8DBAC,United Kingdom,United Kingdom,Unemployed (and job seeking),Punjabi,United Kingdom,Female,Yes
145,603a6c3aa9a78964fc0b052a,APPROVED,59:24:00,33:37.6,2053.143,21,106,0,100,27:58:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
86,603a6d35165f9864f6de9cb1,APPROVED,03:01:00,21:20.1,1098.529,21,163,0,100,27:59:00,30C8DBAC,Portugal,Portugal,Part-Time,Portuguese,Portugal,Female,DATA EXPIRED
88,603a6d78c71a1c5f3a1d4cfe,APPROVED,04:14:00,42:47.6,2313.688,20,136,1,100,28:01:00,30C8DBAC,Spain,Spain,DATA EXPIRED,Spanish,Spain,Female,Yes
321,603a6f19e2105065f2e67a42,APPROVED,11:05:00,07:45.3,3399.426,37,92,1,100,28:02:00,30C8DBAC,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
300,603a7090a4df1d5d3e55ec44,APPROVED,17:20:00,59:42.5,2541.597,22,160,2,99,28:04:00,30C8DBAC,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Male,No
61,603a715886b21c655467e518,APPROVED,20:40:00,36:46.3,965.996,25,403,1,100,28:05:00,30C8DBAC,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
130,603a71589225b45d11399455,APPROVED,20:40:00,34:44.5,843.741,21,154,2,99,28:07:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,Yes
50,603a7200302d0748dcfecb5a,APPROVED,23:28:00,44:24.2,1255.469,30,272,1,100,28:08:00,30C8DBAC,Mexico,Mexico,Full-Time,DATA EXPIRED,Mexico,Male,No
78,603a727d0ec4d35e5e997ac8,APPROVED,25:33:00,44:03.9,1110.151,29,340,5,98,28:10:00,30C8DBAC,Mexico,Mexico,Part-Time,Spanish,Mexico,Male,No
156,603a72bb8d9a2b65b52e1577,APPROVED,26:38:00,47:17.5,1239.464,41,238,1,100,28:12:00,30C8DBAC,Spain,Spain,Full-Time,Spanish,Spain,Male,No
31,603a72ed36b1e5667c68c37b,APPROVED,27:25:00,50:26.5,1381.223,22,451,0,100,28:13:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Male,DATA EXPIRED
229,603a74229e00975f80d3fcc3,APPROVED,32:34:00,51:02.5,1108.065,24,97,0,100,28:16:00,30C8DBAC,Italy,Spain,Other,Italian,Italy,Male,Yes
93,603a74b3b97f8566f91cd91c,APPROVED,34:59:00,51:38.3,998.495,27,189,3,99,28:17:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Female,DATA EXPIRED
12,603a75b7b3152f676fc5063c,APPROVED,39:19:00,07:52.1,1713.12,24,396,2,100,28:18:00,30C8DBAC,Mexico,Mexico,DATA EXPIRED,Spanish,Mexico,Male,Yes
253,603a75f4e8d8bd677e2705dd,APPROVED,40:20:00,59:36.1,1156.028,26,123,2,98,28:20:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Female,DATA EXPIRED
231,603a76b3293b954927775962,APPROVED,43:31:00,12:18.3,1726.763,21,99,0,100,28:22:00,30C8DBAC,Slovenia,Slovenia,DATA EXPIRED,Slovenian,Slovenia,Female,DATA EXPIRED
215,603a77747a63f5679aa59770,APPROVED,46:44:00,11:56.1,1512.035,23,88,0,100,28:23:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,DATA EXPIRED
275,603a77bfa9a78966d0011f79,APPROVED,47:59:00,03:51.2,951.857,19,79,2,99,28:25:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
319,603a7d5a9936a266cc90fe40,APPROVED,12:00:00,31:42.5,1182.145,20,50,0,100,28:26:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
168,603a7e512eb1955f9e59ec26,APPROVED,16:01:00,30:45.1,782083.44,30,189,0,100,30:46:00,Manual Completion,Hungary,Hungary,Full-Time,Hungarian,Hungary,Male,No
282,603a7e85d1aca660363daac6,APPROVED,16:53:00,43:42.0,1608.172,33,42,2,94,28:27:00,30C8DBAC,Mexico,Mexico,Full-Time,Spanish,Mexico,Prefer not to say,Yes
259,603a7f19dde61e60cad40b27,APPROVED,19:21:00,40:18.8,1257.561,20,108,5,92,28:28:00,30C8DBAC,Poland,Portugal,Full-Time,Portuguese,Portugal,Male,Yes
98,603a81711c38de6081779690,APPROVED,29:21:00,48:08.0,1126.309,21,175,0,100,28:30:00,30C8DBAC,Poland,Poland,Full-Time,Polish,Poland,Male,No
94,603a82fc3234e5691f7ad850,APPROVED,35:56:00,01:17.6,1521.15,28,208,0,100,28:31:00,30C8DBAC,Italy,Italy,Full-Time,Italian,Italy,Male,No
189,603a8fab8512c26ab9b09580,APPROVED,30:03:00,53:24.7,1401.306,23,71,2,99,28:36:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,DATA EXPIRED
310,603a90e2302d074e131e9ae1,APPROVED,35:14:00,54:24.8,1150.187,21,122,0,100,28:37:00,30C8DBAC,Mexico,Mexico,Part-Time,Spanish,Mexico,Male,Yes
203,603a99495275b96c51fa3247,APPROVED,11:05:00,36:47.8,1542.063,32,284,6,98,28:39:00,30C8DBAC,South Africa,South Africa,Full-Time,Afrikaans,South Africa,Male,Yes
26,603a9b1c95a5a064badb51c7,APPROVED,18:52:00,33:09.3,857.204,22,237,5,98,28:40:00,30C8DBAC,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Male,Yes
159,603a9b27b5e5396cfeeddebf,APPROVED,19:03:00,33:45.7,882.026,21,161,0,100,28:42:00,30C8DBAC,Italy,Italy,"Not in paid work (e.g. homemaker', 'retired or disabled)",Italian,Italy,Male,Yes
286,603a9d12ae671e6e123014e5,APPROVED,27:14:00,46:58.6,1184.023,23,158,1,100,28:43:00,30C8DBAC,Portugal,Portugal,Other,Portuguese,Portugal,Female,Yes
182,603aa406f5752166ae37975d,APPROVED,56:54:00,13:40.5,1006.249,21,171,0,100,28:44:00,30C8DBAC,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,Yes
44,603aa485db90426e57cc21c7,APPROVED,59:01:00,15:41.6,1000.25,28,688,4,100,28:46:00,30C8DBAC,Ghana,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,Yes
233,603aa64c19f26367006f13de,APPROVED,06:36:00,26:01.4,1164.887,20,80,2,99,28:48:00,30C8DBAC,Estonia,Estonia,DATA EXPIRED,Estonian,Estonia,Female,No
107,603aa7165efcd866a42ce772,APPROVED,09:58:00,29:15.1,1156.76,27,169,4,97,28:50:00,30C8DBAC,Russian Federation,Belgium,Part-Time,Dutch,Belgium,Female,Yes
223,603aaddb16b3896f45dfbf1c,APPROVED,38:56:00,56:26.4,1049.55,39,578,3,100,28:51:00,30C8DBAC,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Male,No
316,603ab882d98e956a246aac8c,APPROVED,24:18:00,54:21.7,1803.707,25,50,0,100,28:53:00,30C8DBAC,Hungary,Hungary,Other,Hungarian,Hungary,Male,Yes
169,603abc86c3d1cf17b5150e5e,APPROVED,41:26:00,58:28.4,1022.23,26,184,0,100,28:54:00,30C8DBAC,Italy,Italy,DATA EXPIRED,Italian,Italy,Male,Yes
