subject,PANAS_AR1,PANAS_LOGSIGMA,PANAS_SIGMA,PANAS_LOGVAR,PANAS_VAR,PANAS_MEAN
47,0.4069880751549668,0.8422681878216968,2.321626895134736,1.6845363756433935,5.389951440212954,0.6701128714547976
48,0.3486492969090667,0.8365071352994229,2.3082903338561183,1.6730142705988458,5.32820426537359,0.6292536419362749
49,0.4383679821370412,0.025987986369243432,1.026328618466321,0.051975972738486864,1.053350433082987,0.7529905300371865
50,0.3079500912594916,0.957508218284379,2.60519679715416,1.915016436568758,6.787050351902293,0.4092607030850023
51,0.10698399293100964,0.24812186708410447,1.2816161094955971,0.49624373416820905,1.642539852118631,0.569998682999462
52,0.2414290070704159,0.1963354008809544,1.2169349979635582,0.3926708017619088,1.4809307892685657,0.6496869664155503
53,0.34452094625885515,0.07331143660394529,1.0760656109543325,0.14662287320789058,1.1579171990785209,0.5970170305216638
54,0.5491030345893126,0.33445612690804966,1.3971802897792596,0.6689122538160993,1.952112762147656,0.737875271704405
55,0.3283807053100292,0.43583668784780816,1.5462562516919598,0.8716733756956163,2.3909083958964694,0.6440921581716811
56,0.31417036782299224,0.2887706527321288,1.3347855639985542,0.5775413054642575,1.7816525018589384,0.6687952470507048
57,0.6557892822015536,0.6155334336220593,1.850643531785809,1.2310668672441183,3.4248814817406528,0.435410100169704
58,0.2505132188794379,0.5544784418435402,1.7410326981281388,1.1089568836870805,3.031194855951347,0.6199572296049104
59,0.5390978515799837,-0.2625379101806009,0.7690972072018726,-0.5250758203612018,0.5915105141257201,0.6631637800261317
60,0.34681635917860165,0.233671864640806,1.2632299137910723,0.467343729281612,1.5957498150966,0.6634138879337722
61,0.3658124422509291,0.4658170393589769,1.5933154586613938,0.9316340787179538,2.538654150809368,0.540565168711164
62,0.22562054749630972,0.45118613257721785,1.5701735153383845,0.9023722651544356,2.4654448682701,0.531975998581374
63,0.22757306054817628,0.451026352551026,1.5699226530149055,0.902052705102052,2.46465713644936,0.6515845374119746
64,0.3837579496177573,0.08025930587923757,1.0835680068035185,0.16051861175847515,1.1741196253681494,0.5620579604654595
65,0.1983973852885676,0.5189034649224408,1.6801842582359736,1.0378069298448815,2.823019141623969,0.5475876548609572
66,0.4529455711503759,0.21722242103368244,1.242620456329504,0.4344448420673649,1.5441055984885448,0.6423333335183486
67,0.3291635663743873,0.230911097159566,1.259747239362934,0.461822194319132,1.5869631070825336,0.5795824145307633
68,0.549325530265158,-0.3752993097250734,0.6870835972086758,-0.7505986194501468,0.4720838695532139,0.6278049435778827
69,0.5680632342315606,-0.19890951513399613,0.8196240535503454,-0.39781903026799226,0.6717835891582995,0.7127342595348001
70,0.34962273040959935,-0.08914680313986617,0.9147112812292688,-0.17829360627973234,0.8366967280080903,0.6078075145266302
71,0.21452550184287775,0.5648727946055594,1.7592239857070118,1.1297455892111188,3.0948690318868644,0.5372285937358247
72,0.32256646142770046,0.14360690785946462,1.1544302218741054,0.28721381571892923,1.3327091371762962,0.7295388726783067
73,0.3084239319139684,0.4450258826776399,1.5605305860200664,0.8900517653552797,2.435255709904132,0.6608671631960894
74,0.3250788923033164,-0.28961355201945216,0.748552788403976,-0.5792271040389043,0.5603312770273676,0.6451295649728072
75,0.4009007264332133,-0.04985953246002822,0.9513630507427774,-0.09971906492005644,0.9050916543186044,0.6279319338042266
76,0.4326527461494694,0.4947932744596989,1.640159141223511,0.9895865489193978,2.690122008539045,0.566492576294999
77,0.523627281537252,0.5294731318420836,1.6980374310446342,1.0589462636841671,2.883331117228661,0.616779399279794
78,0.4286423383089991,0.8434874921223262,2.324459391278872,1.6869749842446524,5.403111461704544,0.5830355184533874
79,0.24298460191783253,0.5790218713526839,1.7842923095005718,1.1580437427053678,3.1836990457428844,0.5603639660813037
80,0.48731745825195216,0.28915239681715443,1.3352952077629454,0.5783047936343089,1.7830132918746875,0.545135643601338
81,0.20408765624750527,0.07504600010745205,1.0779337348118174,0.1500920002149041,1.1619411366453536,0.49255284089928686
82,0.3028886582767824,-0.3910254321291884,0.6763629544705175,-0.7820508642583768,0.45746684618008737,0.5865583111218886
83,0.32523466821459257,0.26780956776748327,1.3070982026839868,0.5356191355349665,1.7085057114597086,0.4855727755696566
84,0.7712671107019013,0.32628177201938063,1.3858057951619716,0.6525635440387613,1.920457701904504,0.621532444965623
85,0.2490813111063176,0.5115042875381308,1.6677981568608395,1.0230085750762616,2.781550692028413,0.6742374162675906
86,0.23820843633772928,0.5067119061886166,1.6598245536136431,1.0134238123772332,2.7550175487787296,0.6563373814154035
87,0.3789994404753968,-0.5907128146322506,0.5539322929295865,-1.1814256292645011,0.3068409851502292,0.6852607380689653
88,0.439219683376009,0.3346637050497908,1.3974703439709026,0.6693274100995815,1.952923362278153,0.5230037641125623
89,0.41177391298894567,0.4772628253469301,1.611656972697753,0.95452565069386,2.597438197645286,0.595619428388328
90,0.4903029296074634,0.5422625162879412,1.7198937510774095,1.0845250325758824,2.958034514995122,0.6660605521510492
91,0.3516986610871869,0.32284405166041835,1.3810499616628684,0.6456881033208367,1.9072989966090104,0.6631068002423274
92,0.68323663230875,0.6973593274165102,2.008442060831416,1.3947186548330204,4.033839511716745,0.5931800608356949
93,0.31235986906799945,-0.017580145375557465,0.9825734837884448,-0.03516029075111493,0.9654506510441614,0.7756239332985189
94,0.38774236046724336,0.14055507469254366,1.1509124639694912,0.2811101493850873,1.3245994997203254,0.6411989955595736
95,0.5456145046967321,0.1788651685789181,1.195859493862352,0.3577303371578362,1.430079929060721,0.51363045748207
96,0.4417238543335784,0.3320586673205344,1.3938346186562205,0.6641173346410688,1.942774944164531,0.579710066919104
97,0.4792611144425761,0.5824760880450405,1.7904662987897195,1.164952176090081,3.205769567101758,0.5354666985514441
98,0.315344871658378,0.8832864333647273,2.4188360015608765,1.766572866729455,5.850767602447009,0.6600249349036829
99,0.15938643916547027,0.3716052015549736,1.450060386685008,0.7432104031099472,2.1026751250330755,0.5945365318867317
100,0.22838792522590887,0.6171710095038839,1.853676583747887,1.234342019007768,3.436116877135237,0.6908266120084636
101,0.3934054136453985,0.26842897136782273,1.3079080748096887,0.5368579427356455,1.7106235321523864,0.800851845202339
