subject,run,mu,s,vmu,kmu,vs,trial_id,day_block,moodrate,max_moodrate,min_moodrate,mu_orig,subj_day_block
71,d1r1,0.580872843464072,-1.14013323143952,-3.78094281369999,-4.04525107356732,-0.0467958867635005,10,day1_block1,5,6,5,5.80872843464072,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.558533337883228,-1.3417987894941,-3.22851637636589,-3.68011812655612,-0.469591983845265,11,day1_block1,6,6,5,5.58533337883228,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.594127195699275,-1.74914523098123,-3.88193266320546,-4.44407296049628,0.0328053464831025,12,day1_block1,5,6,5,5.9412719569927495,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.563789700577511,-1.25538703516427,-3.28573084502179,-4.07357644815845,-0.345833790161385,13,day1_block1,5,6,5,5.63789700577511,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.540749671383231,-1.48668704125945,-2.77967493199957,-3.86224184455361,-0.754841004053832,14,day1_block1,5,6,5,5.407496713832311,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.528292306572388,-1.65250477906902,-2.56436548091564,-3.83031828036617,-1.0173416551212,15,day1_block1,5,6,5,5.28292306572388,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.5228946980342,-1.73173001868525,-2.51813968808921,-3.87528964890725,-1.20112212206532,16,day1_block1,5,6,5,5.228946980342,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.520410251927197,-1.77075419714992,-2.52996131110473,-3.93129511624987,-1.35883956145698,17,day1_block1,5,6,5,5.20410251927197,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.519031232820824,-1.79431600057803,-2.55701182913832,-3.97906007057935,-1.51110438095324,18,day1_block1,6,6,5,5.19031232820824,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.549791840076075,-1.63880886424897,-2.51483160043596,-3.98351464511122,-1.44294034667523,19,day1_block1,6,6,5,5.497918400760749,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.57910615491208,-2.02053338928488,-2.30965124723532,-4.50485171713557,-1.40226790968408,20,day1_block1,6,6,5,5.7910615491207995,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.599036579702761,-2.6259953224926,-2.18515747941063,-4.98960097463544,-1.2077247527732,21,day1_block1,6,6,5,5.990365797027611,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.604370874192034,-3.02094424078223,-2.18858605041651,-5.15816879818086,-0.991280449072834,22,day1_block1,5,6,5,6.043708741920339,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.549135913916865,-1.81981906221402,-2.20247634963462,-4.93113379826955,-1.42177593214633,23,day1_block1,5,6,5,5.49135913916865,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.533105427657217,-1.8133015142017,-2.2690934153896,-4.97239251892202,-1.69952472784196,24,day1_block1,5,6,5,5.3310542765721705,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.526320513981585,-1.82848271758973,-2.31803690092119,-5.00500042378077,-1.90689163318193,25,day1_block1,6,6,5,5.26320513981585,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.558275556529248,-1.72359214716538,-2.35305612161522,-4.97537503655511,-1.83826172184517,26,day1_block1,6,6,5,5.58275556529248,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.586498669704606,-2.12213932148994,-2.19449771967151,-5.31530350558879,-1.75614252287045,27,day1_block1,6,6,5,5.86498669704606,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.601179288372953,-2.63497351941007,-2.0958500857704,-5.59149585730101,-1.48329910456868,28,day1_block1,6,6,5,6.01179288372953,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.604770087036284,-2.98827518761991,-2.08733401919653,-5.68511126010848,-1.18998474442651,29,day1_block1,5,6,5,6.04770087036284,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.548328546618797,-1.89352033284908,-2.15816675212196,-5.48709088515671,-1.79744285152214,30,day1_block1,6,6,5,5.48328546618797,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.583466697716821,-1.88780007637542,-2.18897999802475,-5.46622465648685,-1.58583724100526,31,day1_block1,6,6,5,5.83466697716821,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.599752833214232,-2.38175264005745,-2.16090680067318,-5.58491122372633,-1.32893698007965,32,day1_block1,5,6,5,5.99752833214232,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.549116192396673,-1.61998088502133,-2.31503450682,-5.38326176223349,-1.80930994919417,33,day1_block1,6,6,5,5.49116192396673,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.576518331657857,-1.69174628474722,-2.35430773477568,-5.39052378429951,-1.65996734615834,34,day1_block1,5,6,5,5.76518331657857,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.54087489758373,-1.53511611978934,-2.56713745580597,-5.26378722724236,-2.13643560120688,35,day1_block1,5,6,5,5.4087489758373,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.530679786508002,-1.62437237767317,-2.66987954157814,-5.22381582528992,-2.43620644255309,36,day1_block1,5,6,5,5.30679786508002,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.526442776124993,-1.67589222753906,-2.74973914678134,-5.19539691682871,-2.65124700149723,37,day1_block1,6,6,5,5.26442776124993,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.548240286289209,-1.60405635685483,-2.90872783422407,-5.13401114251052,-2.78788935866288,38,day1_block1,6,6,5,5.48240286289209,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.569800967321083,-1.82004392509529,-2.68521013313895,-5.3315360957626,-2.59407192826372,39,day1_block1,6,6,5,5.69800967321083,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.591785474444574,-2.31516400488834,-2.32077546879829,-5.63506767921745,-2.00711419348772,40,day1_block1,6,6,5,5.91785474444574,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.602356066988601,-2.81706189558125,-2.12744882550759,-5.81680751014927,-1.39335700044241,41,day1_block1,5,6,5,6.02356066988601,5e2f448d3d8aa150310b677b_day1_block1
71,d1r1,0.544870232449459,-1.73238815847104,-2.73539492093875,-5.39764215538646,-2.70692989629161,42,NA,NA,NA,NA,5.44870232449459,5e2f448d3d8aa150310b677b_NA
71,d2r1,0.500000000000002,-1.15129254649702,-1.15129254649702,-2.64915868327402,-1.15129254649702,1,day2_block1,6,7,4,5.0000000000000195,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.569243100756346,-1.71455674193372,-1.15129254649702,-2.64915868327402,-1.15129254649702,2,day2_block1,6,7,4,5.69243100756346,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.596804409829603,-2.91293042914093,-3.23370740207063,-2.64995066725057,-2.06730322366007,3,day2_block1,6,7,4,5.96804409829603,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.60116014023029,-3.3169684383771,-3.85321354648221,-3.32916142747227,-2.88085402936012,4,day2_block1,6,7,4,6.011601402302899,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.602936971123232,-3.49979534131405,-4.14748396582062,-3.87756243494007,-3.36833117952168,5,day2_block1,6,7,4,6.02936971123232,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.604000865871588,-3.58999160208945,-4.32726528555927,-4.24804749074386,-3.64943470098042,6,day2_block1,7,7,4,6.040008658715879,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.614576818364577,-1.28495914248823,-3.85696862172455,-3.86091652772576,0.66868914413098,7,day2_block1,7,7,4,6.14576818364577,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.629506001026184,-1.28312979223642,-3.45926521235107,-3.60268683390123,0.054267931199413,8,day2_block1,6,7,4,6.295060010261841,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.606789139893144,-1.7166494836265,-4.18989004067393,-4.51283037989224,0.917355622833487,9,day2_block1,6,7,4,6.06789139893144,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.605248332145539,-2.12474813735904,-4.36457583709855,-4.72371626017393,0.919494130065704,10,day2_block1,6,7,4,6.05248332145539,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.605243103749478,-2.39460699516285,-4.4331630708598,-4.81432167715616,0.727054318523218,11,day2_block1,6,7,4,6.05243103749478,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.605325715700767,-2.6024579041401,-4.47281988170322,-4.87259176650707,0.517348857399004,12,day2_block1,6,7,4,6.053257157007669,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.605385676416404,-2.7631053701029,-4.49971367807596,-4.91544633060193,0.343388964465602,13,day2_block1,6,7,4,6.053856764164039,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.605425387514992,-2.88460092707822,-4.51906192927797,-4.94851303798236,0.211613006969689,14,day2_block1,6,7,4,6.05425387514992,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.605451866945723,-2.97614546906012,-4.53328180961922,-4.97457001853257,0.11332145980744,15,day2_block1,6,7,4,6.054518669457229,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.605469848459384,-3.04632987966539,-4.54375982163316,-4.99520149219546,0.0377972354766905,16,day2_block1,6,7,4,6.05469848459384,5e2f448d3d8aa150310b677b_day2_block1
71,d2r1,0.605482314493041,-3.10179887395607,-4.55139542738424,-5.01134129990621,-0.0233482600290421,17,day2_block1,6,7,4,6.05482314493041,5e2f448d3d8aa150310b677b_day2_block1
