subject,run,mean_mu,mean_s,mean_vmu,mean5_mu,mean5_s,mean5_vmu,mean10_mu,mean10_s,mean10_vmu,mean5_kmu,mean10_kmu,mean5_vs,mean10_vs,last_mu,last_s,last_vmu,subj_day_block
192,d1r1,0.658652005241465,-0.730642550637066,-3.51901451854197,0.606098850960977,-1.25546151089465,-4.65526040156583,0.617051864674111,-1.05327823042188,-4.53854160891016,-5.17533111208531,-5.13587087506466,2.61947163051824,1.5200973091136,0.605082518604091,-1.08844817459569,-4.66094979709643,5f2e22b0d49b95188fd9b5a3_day1_block1
192,d1r2,0.504614794423982,-1.4370257094666,-2.99614600005604,0.489526755230507,-1.49176111410054,-3.75478030440104,0.499569226946275,-1.52877389710008,-3.77472486441938,-0.236597176330434,-0.333340246681554,-4.34711640948805,-4.22294424455458,0.509478549843069,-1.45870985399147,-3.8105903398848,5f2e22b0d49b95188fd9b5a3_day1_block2
192,d2r1,0.584356645161434,-1.45486235834546,-2.94981220263217,0.522700883088254,-1.53228410722628,-2.0517283505712,0.535986864094353,-1.36095353474437,-2.48864145213293,-5.62570897656937,-5.52451621447811,-0.769984606088264,-0.370622755760576,0.52819233293662,-1.46397204092286,-2.10255502577742,5f2e22b0d49b95188fd9b5a3_day2_block1
192,d2r2,0.604244318270044,-1.92222312779766,-4.24281824766259,0.600272431068714,-1.62941055771176,-4.56094400684967,0.602005387577774,-1.45459844672483,-4.61387331778541,-5.11425547667303,-5.1529552263536,0.323920398843212,0.336602951221177,0.605240673167249,-2.60493539065923,-4.70861549821925,5f2e22b0d49b95188fd9b5a3_day2_block2
193,d1r1,0.493831150424999,-1.807364914438,-2.22761175173183,0.505863146366472,-1.69975974152607,-1.61088987927815,0.463790476882414,-1.89761169817025,-1.60566252602702,-5.8695432774622,-5.88850539968168,-3.42051453168911,-3.60451983519417,0.513464735549738,-1.48937887304327,-1.66636494224388,5f2e72ed16a1ff1e83d98d1b_day1_block1
193,d1r2,0.484169922239401,-1.5827650697075,-2.88950761411249,0.580207862042217,-1.44352674886336,-2.89506897791952,0.543912407649303,-1.45478911004226,-2.59219035324677,0.395168507628388,0.266329992184203,1.58375070297201,1.39530736573968,0.530324184583743,-1.18885040072794,-2.1574368983994,5f2e72ed16a1ff1e83d98d1b_day1_block2
193,d2r1,0.522967599078247,-1.13895723299687,-3.65799465144386,0.481154038693224,-0.975049433837597,-3.51279257263636,0.492543175578179,-0.972523334504723,-3.72507549544621,-4.70703611694116,-4.83933463417477,-4.4842728699786,-4.43595639853998,0.478625560861638,-0.970554417144622,-3.58029935782083,5f2e72ed16a1ff1e83d98d1b_day2_block1
193,d2r2,0.533550869963751,-1.15957867136602,-3.81796733656086,0.530861089688022,-0.925405551073431,-4.52424650697084,0.53001873578982,-0.926817952328251,-4.42944678006037,-5.21478608272106,-5.15178407940022,-4.55633588225016,-4.43916452425792,0.529582491781224,-0.910561114659417,-4.53878087090469,5f2e72ed16a1ff1e83d98d1b_day2_block2
194,d1r1,0.520874315877233,-1.23258757463128,-3.1077347874886,0.400604459907659,-1.60297267927751,-2.68707650258808,0.406251676489627,-1.36476576835102,-2.35960999567726,-3.21822748435427,-4.09832656132135,-0.772364992178472,-2.43085441195729,0.418437578517595,-1.21078612705968,-2.89276344999007,5f2ec675dc868c27396af845_day1_block1
194,d1r2,0.389753306067879,-1.87604461157352,-2.17702792855371,0.449314466419997,-1.45491810820555,-2.4654715630358,0.426783186047562,-1.99345365858373,-2.41854757819971,-3.71947964999706,-4.16513112040132,-0.106738287913043,-0.459849786961652,0.486269808784161,-1.15768851493495,-2.1134852707403,5f2ec675dc868c27396af845_day1_block2
